time,symbol,signal,fvg_zone,liquidity_grab,order_block
2025-09-19 21:41:00,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:41:05,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:41:10,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:41:13,GBPUSD,sell,1.3468,1.34695,1.3465
2025-09-19 21:41:18,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:24,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:30,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:37,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:42,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:47,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:53,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:41:58,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:03,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:08,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:14,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:18,GBPUSD,buy,1.34686,1.3467099999999999,1.34716
2025-09-19 21:42:23,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:29,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:34,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:39,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:44,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:49,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:54,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:42:59,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:04,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:09,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:14,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:15,GBPUSD,buy,1.34687,1.34672,1.34717
2025-09-19 21:43:20,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:25,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:30,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:35,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:40,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:43:45,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:43:50,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:43:55,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:00,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:05,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:10,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:15,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:15,GBPUSD,sell,1.34679,1.34694,1.34649
2025-09-19 21:44:20,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:25,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:44:30,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:35,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:44:40,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:44:45,GBPUSD,sell,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34747), np.float64(1.34816))"
2025-09-19 21:44:50,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:44:56,GBPUSD,buy,"(np.float64(1.34679), np.float64(1.34689))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:01,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:06,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:11,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:16,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:17,GBPUSD,buy,1.34687,1.34672,1.34717
2025-09-19 21:45:22,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:27,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:32,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:37,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:42,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:47,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:52,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:45:58,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:46:03,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:46:08,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:27,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:32,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:37,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:42,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:47,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-19 21:59:52,GBPUSD,buy,"(np.float64(1.3468), np.float64(1.3468200000000001))",,"(np.float64(1.34674), np.float64(1.34706))"
2025-09-22 17:12:02,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:02,GBPUSD,buy,1.34969,1.34954,1.34999
2025-09-22 17:12:07,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:12,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:17,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:22,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:27,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:32,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:37,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:42,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:47,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:52,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:12:57,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:03,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:03,GBPUSD,buy,1.34965,1.3495,1.34995
2025-09-22 17:13:08,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:13,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:18,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:23,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:28,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:33,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:38,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:43,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:48,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:53,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:13:58,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:14:03,GBPUSD,buy,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34943), np.float64(1.35058))"
2025-09-22 17:14:03,GBPUSD,buy,1.34951,1.34936,1.34981
2025-09-22 17:14:08,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:13,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:18,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:23,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:29,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:34,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:39,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:44,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:49,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:54,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:14:59,GBPUSD,sell,"(np.float64(1.3494), np.float64(1.35037))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:04,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:09,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:14,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:19,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:24,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:29,GBPUSD,buy,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.3492600000000001), np.float64(1.34986))"
2025-09-22 17:15:29,GBPUSD,buy,1.34945,1.3493,1.34975
2025-09-22 17:15:34,GBPUSD,buy,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.3492600000000001), np.float64(1.34986))"
2025-09-22 17:15:39,GBPUSD,buy,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.3492600000000001), np.float64(1.34986))"
2025-09-22 17:15:44,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:49,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:54,GBPUSD,sell,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.34951), np.float64(1.35037))"
2025-09-22 17:15:59,GBPUSD,buy,"(np.float64(1.34927), np.float64(1.34947))",,"(np.float64(1.3492600000000001), np.float64(1.34986))"
2025-09-22 17:33:07,GBPUSD,buy,,,,1.3494,1.35021,,,1.34926,1.34986,detection
2025-09-22 17:33:12,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:17,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:22,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:27,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:32,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:37,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:42,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:47,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:52,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:33:58,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:03,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:08,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:13,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:18,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:23,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:34:28,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:37:38,GBPUSD,buy,,,,1.3494,1.35016,,,1.34926,1.34986,detection
2025-09-22 17:37:43,GBPUSD,buy,,,,1.3494,1.35018,,,1.34926,1.34986,detection
2025-09-22 17:37:49,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:37:54,GBPUSD,buy,,,,1.3494,1.35019,,,1.34926,1.34986,detection
2025-09-22 17:37:59,GBPUSD,buy,,,,1.3494,1.35016,,,1.34926,1.34986,detection
2025-09-22 17:38:04,GBPUSD,buy,,,,1.3494,1.3501,,,1.34926,1.34986,detection
2025-09-22 17:38:09,GBPUSD,buy,,,,1.3494,1.3501,,,1.34926,1.34986,detection
2025-09-22 17:38:14,GBPUSD,buy,,,,1.3494,1.35017,,,1.34926,1.34986,detection
2025-09-22 17:38:19,GBPUSD,buy,,,,1.3494,1.35017,,,1.34926,1.34986,detection
2025-09-22 17:38:24,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:38:29,GBPUSD,buy,,,,1.3494,1.35011,,,1.34926,1.34986,detection
2025-09-22 17:38:34,GBPUSD,buy,,,,1.3494,1.35018,,,1.34926,1.34986,detection
2025-09-22 17:38:39,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:38:44,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:38:49,GBPUSD,buy,,,,1.3494,1.35021,,,1.34926,1.34986,detection
2025-09-22 17:38:54,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:38:59,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:04,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:09,GBPUSD,buy,,,,1.3494,1.3502,,,1.34926,1.34986,detection
2025-09-22 17:39:14,GBPUSD,buy,,,,1.3494,1.35015,,,1.34926,1.34986,detection
2025-09-22 17:39:19,GBPUSD,buy,,,,1.3494,1.35015,,,1.34926,1.34986,detection
2025-09-22 17:39:24,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:29,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:34,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:39,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:44,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:49,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:54,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:39:59,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:04,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:09,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:14,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:19,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:24,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:29,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:34,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:39,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:44,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:49,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:40:55,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:41:00,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:41:05,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:41:10,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:41:15,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
2025-09-22 17:41:20,GBPUSD,buy,,,,1.3494,1.35022,,,1.34926,1.34986,detection
